id,name,breed,color,sex,age,weight,birthDate,bredDate,breedingDate,expectedDueDate,sire,dam,pedigree,status,notes,lambings,weights,breedings
sheep-1764818974158-75,10 pink,,,,1 year 4 months,,2024-08-07,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,84,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-137,10L ewe,,,ewe,2 years 11 months,,2023-01-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,82,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974162-269,11 pink,,,,1 year 4 months,,2024-08-08,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,111,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974164-339,111 sq,,,ewe,2 years 11 months,,2023-01-08,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,23,,culled,,"[{""date"":""2025-01-06"",""count"":2,""children"":[""sheep-1764818974160-147"",""sheep-1764818974161-179""]},{""date"":""2024-01-05"",""count"":1,""children"":[""sheep-1764818974158-79""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974156-6,116 Blue,,,,11 months,,2025-01-12,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,55l,,culled,,,,"[{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974159-99,119 Pink,,,,11 months,,2025-01-16,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,96,,culled,,,,"[{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974157-28,11L ewe,,,ewe,2 years 11 months,,2023-01-04,,,,Henry,84,,culled,culled,,,
sheep-1764818974164-347,12 L ewe,,,ewe,2 years 11 months,,2023-01-04,,,,Henry,84,,culled,culled,,,
sheep-1764818974162-248,121ewe,,,,2 years,,2023-12-23,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,51K,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-178,122ewe,,,ewe,1 year 11 months,,2023-12-26,,,,Passion,2L ewe,,culled,culled,,,
sheep-1764818974164-324,123ewe,,,,1 year 11 months,,2023-12-28,,,,Passion,109,,culled,culled,,,
sheep-1764818974155-1,124ewe,,,,1 year 11 months,,2023-12-28,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,109,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-165,125ewe,,,,1 year 11 months,,2023-12-29,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,86 Popsicle,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-220,126ewe,,,,1 year 11 months,,2023-12-29,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,86 Popsicle,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974163-295,127ewe,,,,1 year 11 months,,2023-12-29,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,92 Pretzel,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974164-344,128L,,,,1 year 11 months,,2023-12-30,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,34,,culled,,"[{""date"":""2025-02-13"",""count"":2,""children"":[""sheep-1764818974158-85"",""sheep-1764818974164-342""]}]",,"[{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974163-296,129 ewe,,,,1 year 11 months,,2023-12-30,,,,Passion,57 Popcorn,,culled,culled,,,
sheep-1764818974158-80,130 ewe,,,ewe,1 year 11 months,,2024-01-05,,,,Sheriff,972J,,culled,culled,,,
sheep-1764818974158-86,131 ewe,,,,1 year 11 months,,2024-01-13,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,49,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974156-21,132 ewe,,,ewe,1 year 11 months,,2024-01-13,,,,17K,49,,culled,culled,,,
sheep-1764818974160-136,133L,,,,1 year 9 months,,2024-03-19,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,116,,culled,,"[{""date"":""2025-03-26"",""count"":1,""children"":[""sheep-1764818974158-65""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-143,136L,,,,1 year 8 months,,2024-03-26,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,24L ewe,,culled,,"[{""date"":""2025-04-06"",""count"":1,""children"":[""sheep-1764818974159-93""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-124,137L,,,,1 year 8 months,,2024-03-26,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,83,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-200,139L,,,,1 year 8 months,,2024-03-31,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,23L ewe,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974156-20,13L ewe,,,ewe,2 years 11 months,,2023-01-04,,,,Henry,51J,,culled,culled,,,
sheep-1764818974164-346,14L ewe,,,ewe,2 years 11 months,,2023-01-05,,,,Henry,86 Popsicle,,culled,culled,,,
sheep-1764818974156-11,15L ewe,,,ewe,2 years 11 months,,2023-01-05,,,,Henry,87,,culled,culled,,,
sheep-1764818974157-35,15L ewe,,,ewe,2 years 11 months,,2023-01-05,,,,Henry,87,,culled,culled,,,
sheep-1764818974163-294,16L ewe,,,ewe,2 years 11 months,,2023-01-05,,,,Henry,89,,culled,culled,,,
sheep-1764818974156-18,18 pink,,,,11 months,,2024-12-30,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,80k,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974164-340,18L ewe,,,ewe,2 years 11 months,,2023-01-08,,,,Henry,91,,culled,culled,,,
sheep-1766091886398,19 pink,,,ewe,11 months,,2025-01-06,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,111 sq,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-125,19L ewe,,,ewe,2 years 11 months,,2023-01-08,,,,Henry,71Pringles...,,culled,culled,,,
sheep-1764818974158-83,1L ewe (sold),,,ewe,2 years 11 months,,2022-12-25,,,,Henry,35 Potato,,culled,culled,,,
sheep-1764818974158-89,21L ewe,,,ewe,2 years 11 months,,2023-01-11,,,,Henry,26,,culled,culled,"[{""date"":""2023-12-24"",""count"":2,""children"":[""sheep-1764818974160-159"",""sheep-1764818974160-158""]}]",,
sheep-1764818974164-353,22 (round),,,ewe,10 years 8 months,,2015-03-25,,,,,,,culled,culled,"[{""date"":""2023-12-30"",""count"":2,""children"":[""sheep-1764818974164-336"",""sheep-1764818974164-346""]}]",,
sheep-1764818974161-198,22L ewe (black),,,ewe,2 years 10 months,,2023-02-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,05 Black&White,,culled,culled,"[{""date"":""2025-01-15"",""count"":2,""children"":[""sheep-1764818974161-195"",""sheep-1764818974161-198""]},{""date"":""2024-04-04"",""count"":1,""children"":[""sheep-1764818974160-132""]}]",,"[{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974159-120,23L ewe,,,ewe,2 years 10 months,,2023-02-08,,,,Henry,57 Popcorn,,culled,culled,"[{""date"":""2024-03-31"",""count"":1,""children"":[""sheep-1764818974159-115""]}]",,
sheep-1764818974156-23,23L ewe,,,ewe,2 years 10 months,,2023-02-08,,,,Henry,57 Popcorn,,culled,culled,"[{""date"":""2024-03-31"",""count"":1,""children"":[""sheep-1764818974159-115""]}]",,
sheep-1764818974160-149,24L ewe,,,ewe,2 years 10 months,,2023-02-09,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,56,,culled,,"[{""date"":""2025-01-13"",""count"":2,""children"":[""sheep-1764818974161-230"",""sheep-1764818974161-223""]},{""date"":""2024-03-26"",""count"":2,""children"":[""sheep-1764818974160-123"",""sheep-1764818974159-113""]}]",,"[{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-179,25L ewe,,,ewe,2 years 10 months,,2023-02-10,,,,Henry,2CPecan,,culled,culled,,,
sheep-1764818974157-59,26 pink,,,,11 months,,2025-01-15,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,40L,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974155-0,26L,,,ewe,2 years 9 months,,2023-03-09,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,1K,,culled,,"[{""date"":""2025-04-02"",""count"":1,""children"":[""sheep-1764818974157-51""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974163-297,27L ewe,,,ewe,2 years 9 months,,2023-03-09,,,,Henry,1K,,culled,culled,,,
sheep-1766086882076,28L,,,ewe,2 years 9 months,,2023-03-12,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,21A Peanut,,culled,,"[{""date"":""2025-03-28"",""count"":2,""children"":[""sheep-1764818974157-58"",""sheep-1764818974157-50""]},{""date"":""2025-02-13"",""count"":2,""children"":[""sheep-1764818974158-85"",""sheep-1764818974164-342""]},{""date"":""2024-04-10"",""count"":1,""children"":[""sheep-1764818974160-148""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-187,28L ewe,,,ewe,2 years 9 months,,2023-03-12,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,21A Peanut,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764821185007-6,29 ewe,,,ewe,2 years 9 months,,2023-03-16,,,,15K,43,,culled,culled,,,
sheep-1764818974164-312,2L ewe,,,,2 years 11 months,,2022-12-26,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,78 Screamer,,culled,culled,"[{""date"":""2025-01-15"",""count"":2,""children"":[""sheep-1764818974161-195"",""sheep-1764818974161-198""]},{""date"":""2024-04-04"",""count"":1,""children"":[""sheep-1764818974160-132""]},{""date"":""2023-12-26"",""count"":1,""children"":[""sheep-1764818974159-96""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-132,2L Pink,,,,1 year 8 months,,2024-04-08,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,102,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974158-87,30 ewe,,,ewe,2 years 9 months,,2023-03-18,,,,15K,44,,culled,culled,,,
sheep-1764818974160-126,31L ewe,,,ewe,2 years 8 months,,2023-03-25,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,5141,,culled,,"[{""date"":""2025-01-15"",""count"":2,""children"":[""sheep-1764818974162-245"",""sheep-1764818974162-249""]},{""date"":""2024-04-04"",""count"":2,""children"":[""sheep-1764818974160-135"",""sheep-1764818974159-119""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-150,32L ewe,,,ewe,2 years 8 months,,2023-03-29,,,,Henry,49,,culled,culled,,,
sheep-1764818974163-280,33 pink,,,,11 months,,2025-01-13,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,24L ewe,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-177,33Lewe,,,ewe,2 years 8 months,,2023-04-12,,,,15K,48,,culled,culled,,,
sheep-1764818974157-62,34 pink,,,,11 months,,2025-01-18,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,41 (91J),,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-167,34 Pink,,,,11 months,,2024-12-24,,,,Unknown,,,culled,culled,"[{""date"":""2025-04-03"",""count"":1,""children"":[""sheep-1764818974157-61""]},{""date"":""2023-12-30"",""count"":2,""children"":[""sheep-1764818974159-102"",""sheep-1764818974161-216""]},{""date"":""2023-01-11"",""count"":2,""children"":[""sheep-1764818974161-183"",""sheep-1764818974161-188""]}]",[],
sheep-1764818974161-199,34L ewe,,,ewe,2 years 8 months,,2023-03-30,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,5132J,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974156-16,35L ewe,,,ewe,2 years 8 months,,2023-03-30,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,5132J,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974156-9,36L ewe,,,ewe,2 years 8 months,,2023-03-30,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,5132J,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974159-102,37L ewe,,,ewe,2 years 3 months,,2023-09-18,,,,Passion,50,,culled,culled,,,
sheep-1764818974161-225,38Lewe,,,ewe,2 years 3 months,,2023-09-23,,,,Passion,89,,culled,culled,,,
sheep-1766088442783,39 pink,,,,11 months,,2025-01-14,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,Floppy ear,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974164-315,39Lewe,,,ewe,2 years 3 months,,2023-09-23,,,,Passion,89,,culled,culled,,,
sheep-1764818974162-273,40L,,,ewe,2 years 8 months,,2023-03-25,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,47,,culled,,"[{""date"":""2025-01-15"",""count"":2,""children"":[""sheep-1764818974161-190"",""sheep-1764818974161-194""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974159-107,41L ewe,,,ewe,2 years 2 months,,2023-10-02,,,,Passion,107,,culled,culled,,,
sheep-1764818974162-272,42Lewe,,,ewe,2 years 2 months,,2023-09-24,,,,Passion,51J,,culled,culled,,,
sheep-1764818974159-96,43Lewe,,,ewe,2 years 2 months,,2023-09-25,,,,Passion,808 Chunky,,culled,culled,,,
sheep-1764818974162-274,44L ewe,,,ewe,2 years 2 months,,2023-10-02,,,,Passion,107,,culled,culled,,,
sheep-1764818974160-138,45L ewe,,,ewe,2 years 2 months,,2023-10-03,,,,Passion,106,,culled,culled,,,
sheep-1764818974164-327,46l ewe,,,ewe,2 years 2 months,,2023-10-03,,,,Passion,72K,,culled,culled,,,
sheep-1764818974163-298,48l ewe,,,ewe,2 years 2 months,,2023-10-20,,,,Unknown,26,,culled,culled,,,
sheep-1764818974163-306,49l ewe,,,ewe,2 years 2 months,,2023-10-20,,,,Unknown,26,,culled,culled,,,
sheep-1766087670465,4L ewe,,,,2 years 11 months,,2022-12-28,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,36,,culled,culled,"[{""date"":""2025-01-13"",""count"":2,""children"":[""sheep-1764818974161-230"",""sheep-1764818974161-223""]},{""date"":""2024-03-26"",""count"":2,""children"":[""sheep-1764818974160-123"",""sheep-1764818974159-113""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-215,50l ewe,,,ewe,2 years 2 months,,2023-10-20,,,,Unknown,24,,culled,culled,,,
sheep-1764818974160-148,51 l ewe,,,ewe,2 years 1 months,,2023-10-24,,,,Unknown,81,,culled,culled,,,
sheep-1764818974163-288,51J,,,,5 years 10 months,,2020-02-12,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-03-27"",""count"":2,""children"":[""sheep-1764818974158-67"",""sheep-1764818974157-46""]},{""date"":""2024-08-06"",""count"":2,""children"":[""sheep-1764818974162-271"",""sheep-1764818974164-337""]},{""date"":""2023-09-24"",""count"":1,""children"":[""sheep-1764818974162-266""]},{""date"":""2023-01-04"",""count"":1,""children"":[""sheep-1764818974159-116""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974155-3,51K,,,ewe,3 years 9 months,,2022-03-15,,,,Henry,,,culled,Cull,"[{""date"":""2023-12-23"",""count"":3,""children"":[""sheep-1764818974159-95"",""sheep-1764818974159-94"",""sheep-1764818974160-165""]}]",,
sheep-1764818974164-356,52 l ewe,,,ewe,2 years 1 months,,2023-10-24,,,,Unknown,81,,culled,culled,,,
sheep-1764818974161-218,53 l ewe,,,ewe,2 years 1 months,,2023-10-24,,,,Unknown,84,,culled,culled,,,
sheep-1764818974164-317,54 l ewe,,,ewe,2 years 1 months,,2023-10-25,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,37,,culled,culled,"[{""date"":""2025-01-17"",""count"":1,""children"":[""sheep-1764818974162-253""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-213,55l ewe,,,,2 years,,2023-12-07,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,800 Parsnip,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974162-235,56ewe,,,ewe,2 years,,2023-12-13,,,,Passion,46,,culled,culled,,,
sheep-1764818974161-202,58ewe,,,,2 years,,2023-12-21,,,,Passion,1K,,culled,culled,,,
sheep-1764818974160-173,59L,,,,2 years,,2023-12-22,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,24K (Pickles),,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974157-37,6 pink,,,,1 year 4 months,,2024-08-04,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,808 Chunky,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974161-224,6L ewe (sold),,,ewe,2 years 11 months,,2022-12-28,,,,Henry,808 Chunky,,culled,culled,,,
sheep-1764818974162-240,7L ewe (sold),,,ewe,2 years 11 months,,2022-12-29,,,,Henry,28 Culled,,culled,culled,,,
sheep-1764818974161-193,8 pink,,,,1 year 4 months,,2024-08-06,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,51J,,culled,,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974164-333,80 Spots,,,ewe,7 years 9 months,,2018-03-06,,,,Pizza,35 Potato,,culled,,"[{""date"":""2024-08-06"",""count"":1,""children"":[""sheep-1764818974164-347""]},{""date"":""2023-09-23"",""count"":1,""children"":[""sheep-1764818974163-303""]}]",,
sheep-1764818974160-159,800 Parsnip,,,ewe,7 years 10 months,,2018-02-02,,,,Unknown,,,culled,,"[{""date"":""2025-04-04"",""count"":1,""children"":[""sheep-1764818974157-56""]},{""date"":""2024-09-25"",""count"":2,""children"":[""sheep-1764818974163-302"",""sheep-1764818974160-127""]},{""date"":""2023-12-07"",""count"":2,""children"":[""sheep-1764818974164-308"",""sheep-1764818974160-143""]},{""date"":""2022-12-29"",""count"":2,""children"":[""sheep-1764818974163-287"",""sheep-1764818974164-323""]}]",,
sheep-1764818974158-64,808 Chunky,,,ewe,7 years 10 months,,2018-02-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,,,culled,,"[{""date"":""2025-04-03"",""count"":1,""children"":[""sheep-1764818974157-62""]},{""date"":""2024-08-04"",""count"":1,""children"":[""sheep-1764818974164-325""]},{""date"":""2023-09-25"",""count"":2,""children"":[""sheep-1764818974162-269"",""sheep-1764818974163-300""]},{""date"":""2022-12-28"",""count"":1,""children"":[""sheep-1764818974164-330""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974158-78,86 Popsicle,,,,6 years 10 months,,2019-02-02,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,2C Pecan,,culled,,"[{""date"":""2024-12-16"",""count"":2,""children"":[""sheep-1764818974163-306"",""sheep-1764818974164-309""]},{""date"":""2023-12-29"",""count"":2,""children"":[""sheep-1764818974159-99"",""sheep-1764818974159-100""]},{""date"":""2023-01-05"",""count"":2,""children"":[""sheep-1764818974160-130"",""sheep-1764818974159-120""]}]",,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974160-127,8L ewe,,,ewe,2 years 11 months,,2022-12-31,,,,Henry,79,,culled,culled,,,
sheep-1764818974158-88,96 ewe,,,,1 year 9 months,,2024-03-23,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,96,,culled,culled,,,"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974164-308,9L ewe,,,ewe,2 years 11 months,,2023-01-01,,,,Henry,81,,culled,culled,,,
sheep-1764818974156-13,9purple,,,,1 year 11 months,,2024-01-02,,,,Sheriff,47,,culled,culled,,,
sheep-1764818974164-336,,,,Ewe,5 years 9 months,,2020-03-06,2025-08-02,2025-08-02,2025-12-27,sheep-1764818974164-357,92 Pretzel,,culled,,"[{""date"":""2025-03-31"",""count"":1,""children"":[""sheep-1764818974157-47""]},{""date"":""2024-07-31"",""count"":1,""children"":[""sheep-1764818974162-257""]}]",[],"[{""date"":""2025-12-08"",""sire"":"""",""note"":""Recorded breeding""},{""date"":""2025-08-02"",""sire"":""sheep-1764818974164-357"",""note"":""Recorded breeding""}]"
sheep-1764818974163-292,185,,,ram,8 months,,2025-03-29,,,,Sheriff,99,,sold,,,,
sheep-1764818974164-348,928,,,ram,8 months,,2025-03-28,,,,190 Spots,28L,,sold,,,,
sheep-1764818974163-282,929,,,ram,8 months,,2025-03-27,,,,Sheriff,89,,sold,,,,
sheep-1764818974162-256,930,,,ram,8 months,,2025-04-04,,,,Sheriff,5141,,sold,,,,
sheep-1764818974163-287,941,,,ram,8 months,,2025-04-03,,,,190 Spots,134L,,sold,,,,
sheep-1764818974163-278,942,,,ram,8 months,,2025-04-03,,,,190 Spots,808 Chunky,,sold,,,,
sheep-1764818974157-55,944,,,ram,8 months,,2025-04-06,,,,190 Spots,60L,,sold,,,,
sheep-1764818974157-40,984,,,ram,8 months,,2025-03-24,,,,190 Spots,47L Annie,,sold,,,,
sheep-1764821185007-11,985,,,ram,8 months,,2025-03-26,,,,190 Spots,133L,,sold,,,,
sheep-1764818974162-231,987,,,ram,8 months,,2025-03-27,,,,Sheriff,51J,,sold,,,,
sheep-1764818974160-135,989,,,ram,8 months,,2025-03-31,,,,Sheriff,24,,sold,,,,
sheep-1764818974162-262,990,,,ram,8 months,,2025-03-26,,,,Sheriff,42,,sold,,,,
sheep-1764818974164-314,994,,,ram,9 months,,2025-03-21,,,,190 Spots,36,,sold,,,,
sheep-1764818974159-98,995,,,ram,9 months,,2025-03-15,,,,190 Spots,57L Berry,,sold,,,,
sheep-1764818974162-271,996,,,ram,8 months,,2025-03-24,,,,190 Spots,47L Annie,,sold,,,,
sheep-1764818974156-8,10L ram,,,ram,2 years 11 months,,2023-01-03,,,,Henry,22 Round ( l...,,sold,culled,,,
